,TH[V],HV[V],N[5min]
777,0.7,1084.444444,0.64
778,0.700900901,1084.874875,0.64
779,0.701801802,1085.305305,0.64
780,0.702702703,1085.735736,0.64
781,0.703603604,1086.166166,0.64
782,0.704504505,1086.596597,0.64
783,0.705405405,1087.027027,0.64
784,0.706306306,1087.457457,0.64
785,0.707207207,1087.887888,0.64
786,0.708108108,1088.318318,0.64
787,0.709009009,1088.748749,0.64
788,0.70990991,1089.179179,0.64
789,0.710810811,1089.60961,0.64
790,0.711711712,1090.04004,0.64
791,0.712612613,1090.47047,0.64
792,0.713513514,1090.900901,0.64
793,0.714414414,1091.331331,0.64
794,0.715315315,1091.761762,0.64
795,0.716216216,1092.192192,0.64
796,0.717117117,1092.622623,0.64
797,0.718018018,1093.053053,0.64
798,0.718918919,1093.483483,0.64
799,0.71981982,1093.913914,0.64
800,0.720720721,1094.344344,0.64
801,0.721621622,1094.774775,0.64
802,0.722522523,1095.205205,0.64
803,0.723423423,1095.635636,0.64
804,0.724324324,1096.066066,0.64
805,0.725225225,1096.496496,0.64
806,0.726126126,1096.926927,0.64
807,0.727027027,1097.357357,0.64
808,0.727927928,1097.787788,0.64
809,0.728828829,1098.218218,0.64
810,0.72972973,1098.648649,0.64
811,0.730630631,1099.079079,0.64
812,0.731531532,1099.50951,0.64
813,0.732432432,1099.93994,0.64
814,0.733333333,1100.37037,0.64
815,0.734234234,1100.800801,0.64
816,0.735135135,1101.231231,0.64
817,0.736036036,1101.661662,0.64
818,0.736936937,1102.092092,0.64
819,0.737837838,1102.522523,0.64
820,0.738738739,1102.952953,0.64
821,0.73963964,1103.383383,0.64
822,0.740540541,1103.813814,0.64
823,0.741441441,1104.244244,0.64
824,0.742342342,1104.674675,0.64
825,0.743243243,1105.105105,0.64
826,0.744144144,1105.535536,0.64
827,0.745045045,1105.965966,0.64
828,0.745945946,1106.396396,0.64
829,0.746846847,1106.826827,0.64
830,0.747747748,1107.257257,0.64
831,0.748648649,1107.687688,0.64
832,0.74954955,1108.118118,0.64
833,0.75045045,1108.548549,0.64
834,0.751351351,1108.978979,0.64
835,0.752252252,1109.409409,0.64
836,0.753153153,1109.83984,0.64
837,0.754054054,1110.27027,0.64
838,0.754954955,1110.700701,0.64
839,0.755855856,1111.131131,0.64
840,0.756756757,1111.561562,0.64
841,0.757657658,1111.991992,0.64
842,0.758558559,1112.422422,0.64
843,0.759459459,1112.852853,0.64
844,0.76036036,1113.283283,0.64
845,0.761261261,1113.713714,0.64
846,0.762162162,1114.144144,0.64
847,0.763063063,1114.574575,0.64
848,0.763963964,1115.005005,0.64
849,0.764864865,1115.435435,0.64
850,0.765765766,1115.865866,0.64
851,0.766666667,1116.296296,0.64
852,0.767567568,1116.726727,0.64
853,0.768468468,1117.157157,0.64
854,0.769369369,1117.587588,0.64
855,0.77027027,1118.018018,0.64
856,0.771171171,1118.448448,0.64
857,0.772072072,1118.878879,0.64
858,0.772972973,1119.309309,0.64
859,0.773873874,1119.73974,0.64
860,0.774774775,1120.17017,0.64
861,0.775675676,1120.600601,0.64
862,0.776576577,1121.031031,0.64
863,0.777477477,1121.461461,0.64
864,0.778378378,1121.891892,0.64
865,0.779279279,1122.322322,0.64
866,0.78018018,1122.752753,0.64
867,0.781081081,1123.183183,0.64
868,0.781981982,1123.613614,0.64
869,0.782882883,1124.044044,0.64
870,0.783783784,1124.474474,0.64
871,0.784684685,1124.904905,0.64
872,0.785585586,1125.335335,0.64
873,0.786486486,1125.765766,0.64
874,0.787387387,1126.196196,0.64
875,0.788288288,1126.626627,0.64
876,0.789189189,1127.057057,0.64
877,0.79009009,1127.487487,0.64
878,0.790990991,1127.917918,0.64
879,0.791891892,1128.348348,0.64
880,0.792792793,1128.778779,0.64
881,0.793693694,1129.209209,0.64
882,0.794594595,1129.63964,0.64
883,0.795495495,1130.07007,0.64
884,0.796396396,1130.500501,0.64
885,0.797297297,1130.930931,0.64
886,0.798198198,1131.361361,0.64
887,0.799099099,1131.791792,0.64
888,0.8,1132.222222,0.64
889,0.800900901,1132.652653,0.64
890,0.801801802,1133.083083,0.64
891,0.802702703,1133.513514,0.64
892,0.803603604,1133.943944,0.64
893,0.804504505,1134.374374,0.64
894,0.805405405,1134.804805,0.64
895,0.806306306,1135.235235,0.64
896,0.807207207,1135.665666,0.64
897,0.808108108,1136.096096,0.64
898,0.809009009,1136.526527,0.64
899,0.80990991,1136.956957,0.64
900,0.810810811,1137.387387,0.64
901,0.811711712,1137.817818,0.64
902,0.812612613,1138.248248,0.64
903,0.813513514,1138.678679,0.64
904,0.814414414,1139.109109,0.64
905,0.815315315,1139.53954,0.64
906,0.816216216,1139.96997,0.64
907,0.817117117,1140.4004,0.64
908,0.818018018,1140.830831,0.64
909,0.818918919,1141.261261,0.64
910,0.81981982,1141.691692,0.64
911,0.820720721,1142.122122,0.64
912,0.821621622,1142.552553,0.64
913,0.822522523,1142.982983,0.64
914,0.823423423,1143.413413,0.64
915,0.824324324,1143.843844,0.64
916,0.825225225,1144.274274,0.64
917,0.826126126,1144.704705,0.64
918,0.827027027,1145.135135,0.64
919,0.827927928,1145.565566,245.4819755
920,0.828828829,1145.995996,1197.07726
921,0.82972973,1146.426426,2148.672545
922,0.830630631,1146.856857,3100.26783
923,0.831531532,1147.287287,4051.863115
924,0.832432432,1147.717718,5003.4584
925,0.833333333,1148.148148,5955.053685
926,0.834234234,1148.578579,6906.648969
927,0.835135135,1149.009009,7858.244254
928,0.836036036,1149.439439,8809.839539
929,0.836936937,1149.86987,9761.434824
930,0.837837838,1150.3003,10713.03011
931,0.838738739,1150.730731,11664.62539
932,0.83963964,1151.161161,12616.22068
933,0.840540541,1151.591592,12996.85879
934,0.841441441,1152.022022,12996.85879
935,0.842342342,1152.452452,12996.85879
936,0.843243243,1152.882883,12996.85879
937,0.844144144,1153.313313,12996.85879
938,0.845045045,1153.743744,12996.85879
939,0.845945946,1154.174174,12996.85879
940,0.846846847,1154.604605,12996.85879
941,0.847747748,1155.035035,12996.85879
942,0.848648649,1155.465465,12996.85879
943,0.84954955,1155.895896,12996.85879
944,0.85045045,1156.326326,12996.85879
945,0.851351351,1156.756757,12996.85879
946,0.852252252,1157.187187,12996.85879
947,0.853153153,1157.617618,12996.85879
948,0.854054054,1158.048048,12996.85879
949,0.854954955,1158.478478,12996.85879
950,0.855855856,1158.908909,12996.85879
951,0.856756757,1159.339339,12996.85879
952,0.857657658,1159.76977,12996.85879
953,0.858558559,1160.2002,12996.85879
954,0.859459459,1160.630631,12996.85879
955,0.86036036,1161.061061,12996.85879
956,0.861261261,1161.491491,12996.85879
957,0.862162162,1161.921922,12996.85879
958,0.863063063,1162.352352,12996.85879
959,0.863963964,1162.782783,12996.85879
960,0.864864865,1163.213213,12996.85879
961,0.865765766,1163.643644,12996.85879
962,0.866666667,1164.074074,12996.85879
963,0.867567568,1164.504505,12996.85879
964,0.868468468,1164.934935,12996.85879
965,0.869369369,1165.365365,12996.85879
966,0.87027027,1165.795796,12996.85879
967,0.871171171,1166.226226,12996.85879
968,0.872072072,1166.656657,12996.85879
969,0.872972973,1167.087087,12996.85879
970,0.873873874,1167.517518,12996.85879
971,0.874774775,1167.947948,12996.85879
972,0.875675676,1168.378378,12996.85879
973,0.876576577,1168.808809,12996.85879
974,0.877477477,1169.239239,12996.85879
975,0.878378378,1169.66967,12996.85879
976,0.879279279,1170.1001,12996.85879
977,0.88018018,1170.530531,12996.85879
978,0.881081081,1170.960961,12996.85879
979,0.881981982,1171.391391,12996.85879
980,0.882882883,1171.821822,12996.85879
981,0.883783784,1172.252252,12996.85879
982,0.884684685,1172.682683,12996.85879
983,0.885585586,1173.113113,12996.85879
984,0.886486486,1173.543544,12996.85879
985,0.887387387,1173.973974,12996.85879
986,0.888288288,1174.404404,12996.85879
987,0.889189189,1174.834835,12996.85879
988,0.89009009,1175.265265,12996.85879
989,0.890990991,1175.695696,12996.85879
990,0.891891892,1176.126126,12996.85879
991,0.892792793,1176.556557,12996.85879
992,0.893693694,1176.986987,12996.85879
993,0.894594595,1177.417417,12996.85879
994,0.895495495,1177.847848,12996.85879
995,0.896396396,1178.278278,12996.85879
996,0.897297297,1178.708709,12996.85879
997,0.898198198,1179.139139,12996.85879
998,0.899099099,1179.56957,12996.85879
999,0.9,1180,12996.85879
